Código de la transacción,Estatus de la transacción,Fecha de la transacción,Confirmación del pago,Productor(a),Código del producto,Producto,Código del precio,Nombre de este precio,Tasa de conversión (moneda de compra),Moneda de compra,Valor de compra con impuestos,Impuestos locales de compra + Tarifa de pago en cuotas,Valor de compra sin impuestos,Tasa de conversión (moneda en la que recibes los valores),Moneda en la que recibirás los valores,Facturación bruta (sin impuestos),Facturación bruta,Tipo de venta,Faturación neta del Productor(a),Comisión del Afiliado(a),Facturación del(de la) Coproductor(a),Moneda de las tarifas,Tarifa de procesamiento,Tasa de streaming,Otras tarifas,Nombre del Afiliado(a),Canal usado para la venta,Código SRC,Código SCK,Método de pago,Tipo de cobro,Cantidad total de cuotas,Cantidad de cobros,Fecha de vencimiento (vouchers),Código del cupón,Período de prueba (trial),Cantidad de ítems,Comprador(a),Email del Comprador(a),País,Teléfono,Documento,Código postal,Ciudad,C. Autónoma/Dpto./Estado/Prov.,Dirección,Barrio,Número,Apto./piso/casa,Instagram
TRX000884,Cancelada,2020-10-31,Sí,Timothy Jones,PROD361,Along,PRC6188,Number,0.8279,USD,456.38,59.92,396.46,0.9484,USD,404.71731809899404,459.53180598213527,Marketplace,394.6723048991717,7.539497866053033,4.299975007215661,USD,3.7,0.16,0.25,,Tienda física,SRC-4563,SCK-1479,Efectivo,Único,4,1,2026-01-22,CUP-1265,14,2,Joseph Franklin,vward@example.net,Suriname,837-799-7881x66809,11988874-4,92932,Leeburgh,Colorado,785 Stewart Heights Suite 706,Abigail Route,126,Apto. 35,@joan88
TRX000885,Pendiente,2023-10-12,No,Rick Hensley,PROD580,Federal,PRC8469,Soldier,1.1679,USD,400.63,36.82,363.81,1.1801,USD,372.09651385186316,409.76359951459256,Online,358.25430113844357,7.150246042356723,1.6691722683706167,USD,1.04,0.76,0.58,Crystal Jackson,Redes sociales,SRC-7541,SCK-1565,Efectivo,Único,1,10,2021-04-09,CUP-7015,0,4,Victoria Martin,nbarron@example.net,Mauritania,280-752-7920,46316460-6,90446,Waltersshire,Wyoming,37558 Zachary Flats,Jeremy Corners,1359,,@bonnie25
TRX000886,Completada,2024-09-06,No,Tara Jennings,PROD856,More,PRC8920,Suddenly,1.1395,USD,97.5,18.14,79.36,1.0767,USD,82.31203281008717,100.3162457337174,Presencial,76.45732603364738,2.166063330206869,6.778104973160622,USD,4.93,0.09,1.24,,Redes sociales,SRC-2066,SCK-6534,Tarjeta de crédito,Recurrente,2,7,2023-06-11,CUP-7109,22,5,Christian Herrera,smithandrew@example.org,San Marino,(366)817-8088x64499,27765029-4,21709,Bryanland,Georgia,153 Harris Islands,Theresa Cliffs,7119,Apto. 23,@vlin
TRX000887,Pendiente,2022-05-27,Sí,Christopher Taylor,PROD117,Soldier,PRC7007,Stop,0.8609,USD,266.74,33.66,233.08,1.1745,USD,240.31429416725499,278.88511314174536,Presencial,229.30372332781442,8.546944054553562,1.947713664738242,USD,4.75,0.99,0.76,,App,SRC-3380,SCK-1070,Efectivo,Único,12,3,2021-03-10,CUP-7446,26,1,Daniel Ewing,hbaker@example.com,Samoa,907-883-1233x15349,21741037-5,14209,Danielview,Oklahoma,689 Samantha Field Suite 327,Johnson Valleys,9494,Apto. 5,@heather63
TRX000888,Completada,2024-11-11,No,Henry Estrada,PROD604,Adult,PRC2872,Author,0.833,USD,347.84,32.19,315.65,1.1779,USD,322.5827944729115,348.26502393750036,Online,310.8675924426494,2.432466627756762,0.5006884606378548,USD,3.85,0.1,0.14,,App,SRC-2199,SCK-1499,Efectivo,Único,1,9,2022-03-21,CUP-5359,4,4,Tony Miller,kdiaz@example.net,Libyan Arab Jamahiriya,6597445991,21020388-7,00716,Joneschester,Alaska,12100 Russell Oval Suite 521,Rachael Pine,5713,,
TRX000889,Cancelada,2021-11-08,Sí,Elijah Reed,PROD466,Year,PRC9060,Glass,1.1578,USD,524.14,100.24,423.9,1.04,USD,432.5351704266895,536.0974672662786,Online,414.7148615171096,2.0330809221161195,3.1864450342224817,USD,1.78,0.4,1.14,,Redes sociales,SRC-6862,SCK-2290,Transferencia,Recurrente,11,7,2025-08-04,CUP-5441,21,2,Alan Richmond,mjimenez@example.net,Cambodia,+1-536-790-7064x872,83895175-2,07629,Steventown,Arizona,307 Anderson Wells Apt. 255,Amy Mount,2553,,@jason32
TRX000890,Pendiente,2023-11-30,No,Robert Cline,PROD651,Green,PRC6457,Article,0.9055,USD,584.19,86.68,497.51,1.1556,USD,504.08399687228115,586.9641813387404,Online,493.2771738144109,1.4625269754737746,5.184476758687721,USD,4.95,0.5,0.26,Richard Torres,Web,SRC-3732,SCK-3014,Transferencia,Único,9,7,2025-11-03,CUP-6467,1,1,Richard Johnson,bauertiffany@example.net,French Polynesia,285-320-3971,04433050-9,71201,Port Beverlybury,Kentucky,960 Jessica Orchard,Gordon Shores,4984,Apto. 43,
TRX000891,Pendiente,2023-01-24,Sí,Joseph Turner,PROD847,Commercial,PRC1934,Have,1.1516,USD,198.01,31.39,166.62,1.0784,USD,169.99920429407086,209.19956681574735,Online,164.53528509379169,1.432408876382355,8.77411634583336,USD,4.95,0.32,0.84,,App,SRC-2776,SCK-8575,Efectivo,Único,1,2,2022-05-06,CUP-6442,1,1,Kathleen Peterson,morrisondwayne@example.com,Bulgaria,001-267-749-4222x166,23814987-1,90816,Huntertown,Washington,577 Dean Crest,Jon Highway,9656,,@zacharydawson
TRX000892,Cancelada,2021-06-30,Sí,Daryl Jones,PROD443,Military,PRC5565,Ground,0.8258,USD,253.86,26.61,227.25,1.0175,USD,236.6551241360398,253.93103008174037,Marketplace,218.71392093420403,5.316945013938586,0.4485488067187493,USD,3.9,0.62,0.1,,Web,SRC-5337,SCK-3477,PayPal,Único,11,8,2024-04-07,CUP-3065,13,1,Heather Thomas,tesparza@example.net,South Africa,(799)315-8973x0378,44298368-7,54214,New Andrewmouth,Alaska,1155 Pratt Cape Suite 498,Anna Locks,3973,Apto. 50,@fblackwell
TRX000893,Cancelada,2022-04-17,Sí,Alyssa Freeman,PROD457,Similar,PRC5965,Morning,1.1119,USD,324.9,53.34,271.56,1.1577,USD,279.6677449830135,335.1368987782105,Presencial,270.1566946940835,1.3710538800343208,6.3518942467189845,USD,3.96,0.85,1.74,,App,SRC-7297,SCK-0126,Tarjeta de crédito,Único,1,6,2023-12-03,CUP-1562,17,2,Debbie Brown,brooksnancy@example.org,Slovakia (Slovak Republic),569-776-9054,26821947-1,76781,Lake Davidbury,Idaho,107 David Mission Suite 921,John Camp,4007,Apto. 1,@michellehicks
TRX000894,Pendiente,2023-04-01,Sí,Amy Ortiz,PROD783,Enter,PRC7917,Successful,1.0426,USD,127.65,18.28,109.37,0.9897,USD,119.1573198344937,137.72676352414726,Presencial,108.42335511582348,5.845295487898248,1.2479198535528802,USD,3.8,0.36,0.06,,Redes sociales,SRC-3172,SCK-1046,Efectivo,Recurrente,8,12,2021-08-14,CUP-1186,16,4,Monica Savage,knighttroy@example.org,Guernsey,3545459318,12547099-7,25809,Madelinebury,Minnesota,4076 Potter Orchard,Debra Villages,7844,,
TRX000895,Completada,2023-11-03,Sí,Lorraine Nelson,PROD846,Issue,PRC7496,Official,1.1516,USD,343.17,67.25,275.92,1.1129,USD,278.28187520864924,351.3533408663924,Online,270.47253053263097,9.060520653784375,6.667682257111,USD,2.57,0.4,1.18,Chelsey Phillips,Redes sociales,SRC-5394,SCK-8072,Efectivo,Recurrente,9,12,2025-01-21,CUP-7845,0,5,Kelly Murphy,brian22@example.com,Saint Helena,960.521.8066x7252,44451906-7,64567,Danielleland,Washington,306 Jennifer Hill,Mary Overpass,3191,Apto. 29,@smithellen
TRX000896,Cancelada,2021-09-17,Sí,Shaun Osborn,PROD574,Expect,PRC5774,Crime,1.0323,USD,248.95999999999998,45.32,203.64,0.8967,USD,209.14296939289395,252.34016155172307,Presencial,197.23176154418093,6.759783021508952,7.1412568940055134,USD,3.05,0.11,0.65,,Redes sociales,SRC-3735,SCK-3497,Efectivo,Único,7,6,2021-11-27,CUP-4868,26,4,Katrina Rivers,gabrielhurst@example.org,Guadeloupe,5225774690,84713705-8,65264,Chandlerberg,Hawaii,20040 Jason Harbors,Tammy Causeway,6229,,
TRX000897,Pendiente,2021-05-15,Sí,Kimberly Davidson,PROD891,On,PRC8222,Fish,0.8437,USD,120.83999999999999,18.74,102.1,1.1789,USD,107.42201089148496,140.03183995456277,Presencial,98.9291222282256,9.24277678671776,9.184560158147102,USD,1.98,0.55,0.38,Randy Clark,App,SRC-0021,SCK-5638,PayPal,Recurrente,6,2,2022-03-04,CUP-6694,17,4,Chelsea Savage,tcross@example.net,Barbados,+1-497-885-1344x553,77375942-8,27893,New Deborahhaven,Texas,66633 Lopez Passage Apt. 911,Green Creek,1316,,
TRX000898,Pendiente,2022-04-29,No,Larry Marshall,PROD708,Accept,PRC3964,Something,1.0091,USD,187.57,26.47,161.1,0.9789,USD,167.61488299377717,188.69164927617274,Presencial,153.36132183942297,0.0436279712914911,6.034690602394615,USD,2.07,0.46,0.1,William Estrada,Web,SRC-1140,SCK-6547,Transferencia,Único,1,2,2022-07-24,CUP-1267,23,2,Rebekah Ball,ellislinda@example.com,Bolivia,583.645.6293,95651582-2,92900,Port Brian,Maryland,0596 Ortiz Streets Suite 612,Cunningham Plaza,5569,,@jerrymorse
TRX000899,Cancelada,2021-09-21,No,John Carpenter,PROD252,If,PRC3968,Party,0.8648,USD,316.78,58.26,258.52,1.1404,USD,261.2723704745557,317.50257839045037,Presencial,252.8037933634046,9.69039172105176,4.015001703915568,USD,3.22,0.82,1.27,Patricia Hicks,App,SRC-2529,SCK-1493,Tarjeta de crédito,Único,8,11,2025-05-02,CUP-3529,0,2,Timothy Miller,mileshaley@example.net,Italy,344.378.6873x207,16944182-6,99186,Mcmahonland,North Carolina,015 Jennifer Point Suite 405,Jones Circles,4288,Apto. 12,
TRX000900,Pendiente,2023-05-06,Sí,Laurie Evans,PROD814,Very,PRC6351,Say,0.9979,USD,247.72,30.22,217.5,1.1128,USD,222.0123230936736,263.8186038408008,Online,215.10781977552372,9.45190703813769,7.347770380605484,USD,4.13,0.76,0.61,,Tienda física,SRC-9851,SCK-1742,Efectivo,Recurrente,5,1,2022-12-01,CUP-4227,17,4,Edward Miller,marywarren@example.com,Timor-Leste,393.270.8103x57431,04924601-2,71551,Jordanshire,Oregon,63150 Alan Mews Suite 704,Jo Knolls,3413,Apto. 24,@ngeorge
TRX000901,Cancelada,2022-01-16,No,Sandra Hughes,PROD462,Citizen,PRC9423,Skill,0.8795,USD,219.22000000000003,26.61,192.61,1.099,USD,195.41687402045858,233.71107185983414,Presencial,186.05683614156118,8.963234465492745,9.751831258569597,USD,2.78,0.79,1.12,,Tienda física,SRC-8235,SCK-9848,Efectivo,Único,7,8,2023-04-01,CUP-7691,13,4,Rebecca Campbell,charles21@example.org,Dominica,596-705-9370x6272,26436113-8,70455,Brownmouth,New Mexico,2984 Oconnor Hollow,Maynard Streets,4911,Apto. 34,@carrolljonathan
TRX000902,Pendiente,2021-01-08,Sí,Leonard Robertson,PROD262,Support,PRC7693,Strong,1.1086,USD,29.22,4.86,24.36,1.044,USD,28.00918593499995,38.43446330439482,Online,19.650004536168616,9.243116565636734,9.010921315025374,USD,3.46,0.65,0.6,,Redes sociales,SRC-8560,SCK-1668,PayPal,Único,6,1,2022-07-21,CUP-6778,10,1,Crystal Taylor,zmiranda@example.org,New Zealand,403.861.9993,03861574-2,97497,Port Phillip,Illinois,803 Miller Cliffs Suite 588,Stephen Lodge,5918,,
TRX000903,Cancelada,2024-05-05,Sí,Amanda Copeland,PROD680,Green,PRC1748,Five,1.0788,USD,314.04,43.35,270.69,0.9787,USD,278.91731733383165,317.34369930458314,Marketplace,270.17863376245754,1.970737299350207,1.7221533445839554,USD,2.71,0.14,1.94,Evan Price,Tienda física,SRC-6363,SCK-8139,Tarjeta de crédito,Único,9,1,2021-03-27,CUP-2230,13,2,Tracy White,hallbrooke@example.net,Mexico,(304)487-9370,33579377-5,78758,North Guyberg,Pennsylvania,201 Jason Bridge,Morris Mountains,5490,Apto. 36,@jennifer85
TRX000904,Cancelada,2020-09-05,Sí,Kaitlyn Phillips,PROD419,Pull,PRC4436,Bar,0.9374,USD,32.3,3.46,28.84,1.1539,USD,28.888655666403274,46.24403854549315,Online,18.915428311266254,0.23159635498625208,1.849914190130043,USD,4.59,0.6,1.54,,App,SRC-1392,SCK-8236,Transferencia,Recurrente,10,6,2023-08-06,CUP-4938,2,1,Patricia Hoffman,allenalexander@example.org,Rwanda,+1-933-883-3673x61404,19456158-1,66708,Lake Charlesfurt,Vermont,292 Sarah Circles Suite 895,Dawn Drive,1830,,
TRX000905,Cancelada,2020-08-22,No,Amanda Frazier,PROD960,Place,PRC7230,Student,1.1624,USD,333.57000000000005,41.28,292.29,1.1224,USD,296.3010500423588,350.9487452529177,Presencial,290.4434942325265,4.607190923177827,2.6419241837402527,USD,1.0,0.05,0.73,Angela Smith,App,SRC-2322,SCK-7478,PayPal,Recurrente,5,6,2021-09-24,CUP-0194,8,4,Aaron Potts,kurtbentley@example.com,Canada,937-942-4941x78584,02392831-0,79536,West Scottland,Rhode Island,43979 Sarah Garden,Mccullough Burgs,672,,
TRX000906,Completada,2023-10-11,No,Victoria Turner,PROD815,Happen,PRC1512,Any,1.1695,USD,187.72,18.87,168.85,0.9672,USD,178.0815952706662,201.0312442347224,Presencial,165.40979969882986,3.5747913504141926,7.557988813837105,USD,1.34,0.85,0.83,Michael Harris,Redes sociales,SRC-0626,SCK-8441,PayPal,Recurrente,2,3,2025-04-13,CUP-7768,21,3,Anita Harrison,cschultz@example.net,Colombia,001-362-204-2975,14100825-9,83792,East Brandon,Minnesota,76825 Luis Drive,Tracie Inlet,7793,Apto. 24,
TRX000907,Pendiente,2023-06-23,Sí,Alexander Diaz,PROD623,Kid,PRC8242,Organization,0.9569,USD,464.98,81.36,383.62,0.8056,USD,386.19328121982295,480.20101095697316,Marketplace,382.60496358291806,7.532574417018514,0.2874735380482274,USD,4.7,0.42,0.47,,Redes sociales,SRC-0508,SCK-4951,Transferencia,Único,4,10,2023-08-24,CUP-0420,10,1,Karen Franco,chansen@example.com,Vanuatu,(563)522-8441,35802103-7,98569,Smithberg,Kansas,8235 Samuel Mountain,Caldwell Streets,7141,Apto. 48,
TRX000908,Cancelada,2024-06-26,No,Kara Brown,PROD551,Movie,PRC4728,Wrong,1.0707,USD,179.29000000000002,17.02,162.27,0.84,USD,168.42545278947847,185.88860278980488,Online,156.36826997370625,1.42838671190182,8.208889896053277,USD,4.79,0.22,1.56,,Web,SRC-8328,SCK-6041,PayPal,Recurrente,2,11,2022-09-29,CUP-4354,20,2,Micheal Richards,espinozadeborah@example.net,Montserrat,(545)557-4643,04030581-8,16005,Elainestad,Kansas,62925 Jessica Ranch Suite 919,Ayala Mills,937,Apto. 10,
TRX000909,Completada,2025-02-06,No,Austin Olsen,PROD235,They,PRC8723,Possible,0.9447,USD,147.34,18.62,128.72,0.9484,USD,135.51521889572984,148.2639588467808,Presencial,123.1902295828086,7.854332977708562,2.375464298357588,USD,2.6,0.61,0.13,,Tienda física,SRC-3865,SCK-5685,Tarjeta de crédito,Recurrente,11,5,2025-01-15,CUP-0220,28,1,Alicia Lee,karla92@example.com,Nepal,(313)624-6518x359,61201407-9,66881,West Andrew,New Hampshire,60108 Kimberly Walk Suite 349,Harris Court,8542,,
TRX000910,Completada,2022-04-09,No,Philip Atkinson,PROD595,Stop,PRC2944,Majority,1.0713,USD,162.53,30.65,131.88,0.8429,USD,141.03351508524608,169.98024311915395,Online,131.03443570266674,0.3813475136217459,6.531739373188743,USD,2.34,0.68,0.23,,Redes sociales,SRC-5317,SCK-5286,Transferencia,Recurrente,6,2,2021-07-26,CUP-2240,6,2,Margaret Williams,lawrencegonzalez@example.net,Grenada,+1-918-635-0022,08975784-2,30505,Christopherside,Utah,264 Daniel Hollow,Monica Station,8344,Apto. 8,@charles34
TRX000911,Cancelada,2024-10-21,Sí,Matthew Conrad MD,PROD506,Pretty,PRC2237,Keep,1.1147,USD,376.85,65.8,311.05,0.9771,USD,315.94171789799543,391.4730854844183,Marketplace,302.8490306303983,1.5561979380794533,0.9795022453147118,USD,2.57,0.78,0.23,Sara Manning,App,SRC-3920,SCK-5515,Efectivo,Recurrente,1,8,2025-01-13,CUP-7045,9,3,Chelsea Singh,robertsjohn@example.com,Moldova,659-688-2687,33731402-9,03265,North Brent,Connecticut,91114 Travis Landing,Medina Mews,9747,,@charlesbutler
TRX000912,Pendiente,2021-07-04,Sí,Nancy Duffy,PROD673,East,PRC9099,Wrong,1.022,USD,120.96000000000001,14.68,106.28,0.8137,USD,106.38352282292132,127.31592044161536,Online,96.3980819289698,0.05878397307784389,7.761137310132529,USD,3.85,0.31,0.69,Daniel House,Tienda física,SRC-7550,SCK-8238,Efectivo,Recurrente,7,1,2021-06-29,CUP-8816,20,1,Travis Delgado,gabrielle80@example.com,Czech Republic,(471)646-3554,68638720-3,22367,New Jeffrey,Georgia,0494 Nancy Dam,Rasmussen Highway,4460,,@mooremichael
TRX000913,Pendiente,2023-03-07,Sí,Deborah Castro,PROD145,Apply,PRC2237,Company,1.1555,USD,403.93,58.36,345.57,1.132,USD,351.82433736062103,410.88971359276735,Marketplace,340.2053053516907,7.2360137958970405,2.400936096072769,USD,1.09,0.17,0.1,,Web,SRC-3310,SCK-8185,Transferencia,Único,5,7,2023-10-03,CUP-8051,3,5,Matthew Boyd,thomasfreeman@example.com,United Kingdom,001-309-594-4718,24062146-1,30957,West Jorge,Illinois,0255 Fischer Terrace,Lee Roads,5088,,@valenzueladanny
TRX000914,Cancelada,2024-10-27,Sí,William Beck,PROD870,Open,PRC7336,Arrive,1.0092,USD,150.01999999999998,24.86,125.16,1.0895,USD,133.12094233066185,153.40117947603196,Marketplace,123.42187379423333,7.709482353193554,7.402320667876814,USD,2.35,0.42,0.02,,Web,SRC-7492,SCK-2396,Efectivo,Único,12,7,2023-05-06,CUP-2851,0,4,Ashley Smith,katrinawest@example.com,Palestinian Territory,545.565.9925x076,73643537-1,24193,West Phillipton,New York,095 Linda Glens,Kelsey Plains,8361,Apto. 38,
TRX000915,Completada,2025-01-17,No,Chase Jones,PROD109,Cost,PRC8483,International,0.8457,USD,247.98999999999998,28.07,219.92,0.8966,USD,223.45588187168548,248.8448349176548,Marketplace,219.11207496516562,6.987493762170626,0.99723151181216,USD,2.14,0.79,1.59,,Tienda física,SRC-5574,SCK-7449,Tarjeta de crédito,Único,4,8,2021-06-11,CUP-6735,16,3,Ariana Smith,kennethjackson@example.net,Nauru,540.793.9349x647,39562154-2,92901,Andersonchester,New Jersey,892 Navarro Circle,Jason Circles,1326,,
TRX000916,Pendiente,2023-05-07,Sí,Jeffrey Lopez,PROD731,Change,PRC7478,Camera,0.9376,USD,329.43,33.2,296.23,0.9558,USD,302.65582158028576,334.7266279981356,Online,292.61192919943176,9.347401288402722,4.203157321029001,USD,3.2,0.45,1.0,Maria Banks,Redes sociales,SRC-7594,SCK-1447,Tarjeta de crédito,Recurrente,3,7,2023-03-02,CUP-2045,18,3,Danny Haley,dchapman@example.net,Bolivia,001-562-276-2439x606,07982338-9,10492,Porterborough,Texas,3921 William Motorway Apt. 626,Kim Isle,6567,,
TRX000917,Pendiente,2024-02-17,Sí,Anthony Kirk,PROD300,Style,PRC9920,Task,1.1384,USD,445.32,60.51,384.81,1.0099,USD,390.2490279366641,460.84722594747234,Marketplace,375.41044370403444,3.7225528332186055,4.9441887592876865,USD,1.79,0.99,0.33,Julia Evans,Tienda física,SRC-6850,SCK-0947,Efectivo,Único,5,5,2024-01-24,CUP-4792,28,4,Sarah Ross,hughesrobert@example.org,United States of America,001-990-987-9296x8636,63966352-7,31785,Smithmouth,Mississippi,40841 Stephanie Fort Apt. 117,Moon Underpass,2883,Apto. 32,@adamduke
TRX000918,Completada,2023-08-22,Sí,Victoria Webb,PROD483,Put,PRC4040,Wife,0.9182,USD,133.93,16.91,117.02,0.8907,USD,117.73618376713515,147.5295347962454,Marketplace,112.44921197294474,7.791352875289493,6.841978080435863,USD,2.29,0.53,0.84,,Redes sociales,SRC-9886,SCK-1825,PayPal,Recurrente,1,5,2023-01-18,CUP-1664,10,4,Christopher Davidson,pamelahoffman@example.org,Chile,(944)766-1651,86662657-0,39653,New Lisa,Illinois,238 Johnson Ports,Jacob Locks,8826,Apto. 37,
TRX000919,Cancelada,2024-11-17,Sí,Jared Scott,PROD598,Open,PRC4732,History,0.9606,USD,560.26,108.09,452.17,0.8908,USD,457.6820648114929,564.5890122415728,Online,444.37590301146423,2.313266024216257,0.2830681412148428,USD,3.94,0.58,0.36,,Web,SRC-7742,SCK-7359,Transferencia,Recurrente,1,7,2023-08-28,CUP-4070,19,2,Tanya Evans,brandonoliver@example.com,Ethiopia,(852)896-7947x1891,80731001-7,75090,Harrisonfurt,Texas,22003 Parker Curve,William Dale,4591,,
TRX000920,Completada,2021-09-03,No,Charles Morrison,PROD591,Blood,PRC3032,Company,1.0074,USD,41.72,7.28,34.44,0.8082,USD,40.23009421871512,55.43182488577872,Marketplace,33.620439893661725,4.516626162107205,1.282824763176067,USD,1.01,0.7,1.55,,Web,SRC-4562,SCK-1202,Efectivo,Recurrente,11,8,2022-12-22,CUP-0941,19,5,Collin Cobb,jose25@example.net,Germany,676-756-9836,09262897-5,89161,Hernandezborough,Virginia,3061 Young Fall,Pugh Ports,4130,Apto. 37,
TRX000921,Completada,2023-07-16,No,Kyle Aguilar,PROD659,Against,PRC7704,Join,1.1162,USD,344.36,49.36,295.0,1.1951,USD,298.1572383017264,356.3653488100887,Presencial,285.70141517607505,1.3482187022608183,4.9033252242385466,USD,2.83,0.09,1.24,,Web,SRC-9981,SCK-8923,Efectivo,Único,8,4,2025-04-04,CUP-7104,25,3,Anthony Davis,walkerrobert@example.com,Mauritius,+1-306-488-7858x039,77905387-5,10443,Jasonview,Idaho,039 Dennis Turnpike Suite 338,Michelle Glen,6659,,
TRX000922,Cancelada,2024-12-14,No,Troy Lee,PROD205,Read,PRC7857,Whatever,1.0387,USD,120.39,12.33,108.06,1.0435,USD,117.87069825255007,132.3175536330042,Online,104.39476646000125,3.523990992354701,8.179760961086188,USD,2.7,0.56,0.14,,App,SRC-6944,SCK-1042,Tarjeta de crédito,Recurrente,9,3,2026-02-15,CUP-2008,1,1,Helen Brooks,sheilagreen@example.com,Malta,693-842-1147,75732514-1,44196,Jonesborough,Colorado,3219 Armstrong Drives,Zavala Valleys,3395,,@dewing
TRX000923,Cancelada,2021-10-19,Sí,Mark Harris,PROD531,Always,PRC2974,Among,1.1209,USD,256.83,38.08,218.75,0.8968,USD,225.58267792281563,260.60050262620217,Presencial,217.03259459771817,3.8901747183355226,8.02475727972907,USD,3.26,0.53,0.54,Susan Meyer,Web,SRC-4172,SCK-7340,PayPal,Único,4,8,2023-05-01,CUP-7541,5,5,Raymond Reyes,durhammichele@example.org,Spain,508-592-2983x09221,70450386-0,65543,New Kenneth,Arizona,87345 Devon Land Apt. 972,Cook Lights,5854,Apto. 48,@pweber
TRX000924,Cancelada,2021-01-11,Sí,Amanda Duffy,PROD256,Material,PRC8894,Must,1.1402,USD,459.04,68.54,390.5,1.1997,USD,394.7109797078226,465.8749274538226,Online,380.82314115611246,8.675747680248321,6.800824820824111,USD,3.22,0.15,1.82,,Tienda física,SRC-6348,SCK-7656,Tarjeta de crédito,Recurrente,5,2,2026-02-26,CUP-1280,22,2,Taylor Obrien DVM,kristen21@example.org,Argentina,001-795-931-6156x678,13411292-8,90242,North Josephborough,Oklahoma,247 Flores Village Suite 450,Morris Plains,5287,,
TRX000925,Completada,2023-01-07,Sí,Jose Hoover,PROD823,Yet,PRC4078,Project,0.9623,USD,522.72,99.63,423.09,0.8149,USD,431.4107142720767,539.349450210044,Marketplace,414.41353690110356,8.980302973054657,9.046036447216444,USD,2.94,0.23,1.2,Shannon Hughes,Web,SRC-0439,SCK-8788,Transferencia,Recurrente,6,4,2023-04-07,CUP-9994,10,4,Sandra Cline,katrina06@example.org,Cameroon,(290)495-9405x2198,07773088-1,43717,North Francisco,Pennsylvania,36770 Thomas Park,Michael Plains,3566,,
TRX000926,Completada,2021-12-20,No,Brianna Massey,PROD812,List,PRC6011,Per,0.9449,USD,17.32,3.07,14.25,1.1153,USD,18.249428191879126,26.725867248448104,Marketplace,7.635224734479309,3.3767490666486366,9.579331623149095,USD,2.59,0.63,1.83,Rachel Thomas,App,SRC-3325,SCK-8884,Tarjeta de crédito,Recurrente,8,11,2024-07-19,CUP-0416,10,1,Donald Taylor,emilyrodriguez@example.net,Tajikistan,001-854-344-8502x46101,07137797-3,02438,Shelbyport,South Dakota,73720 Williams Roads Apt. 404,Glass Cove,6858,,@charlespeters
TRX000927,Pendiente,2025-03-15,Sí,Wendy Wilkerson,PROD823,Describe,PRC5812,We,1.1898,USD,138.18,27.14,111.04,1.0825,USD,120.3830554441208,147.58937074901306,Online,106.51178737604747,4.7821905234761966,1.3608543664979844,USD,1.88,0.65,1.29,,Tienda física,SRC-4361,SCK-4550,Tarjeta de crédito,Único,1,7,2021-10-19,CUP-9043,29,2,Christopher Davila,cpatterson@example.com,Hungary,369-883-6332x0948,85319990-8,62384,North Katelynfurt,Delaware,27392 Lloyd Mountain Apt. 146,Moore Trail,3029,,@romerozachary
TRX000928,Cancelada,2021-04-23,No,Dennis Gonzalez,PROD259,Item,PRC1504,They,0.8629,USD,177.66,16.47,161.19,0.9118,USD,162.18878040319782,195.4912017834601,Presencial,153.2809733094272,2.9018927565556374,1.6819589060940499,USD,0.53,0.6,0.88,Sarah Sharp,Web,SRC-7732,SCK-3724,Tarjeta de crédito,Recurrente,11,2,2025-03-24,CUP-9292,13,3,Danielle Taylor,housecharles@example.com,Poland,+1-746-805-6927x450,95826169-1,26675,Tammyhaven,Utah,58025 Jackson Rapid,Nelson Mews,133,Apto. 40,@evanskenneth
TRX000929,Cancelada,2021-12-01,Sí,Dylan Schwartz,PROD407,Keep,PRC6321,Forward,1.196,USD,285.09000000000003,32.54,252.55,1.0738,USD,259.61681274361564,295.8730340594115,Marketplace,243.5774512922376,4.674580994168773,3.1991899245266664,USD,0.75,0.91,0.36,,Web,SRC-6261,SCK-6046,Tarjeta de crédito,Único,6,7,2022-05-13,CUP-0072,19,3,Steven Barry,nixonmichael@example.net,Cuba,839-878-3747,93777242-4,22635,Hicksland,Idaho,612 Ronald Coves Apt. 499,West Port,2970,,@donna81
TRX000930,Completada,2023-05-06,Sí,Amanda Mann,PROD683,Campaign,PRC6684,Cost,0.8935,USD,544.1,65.26,478.84,1.0149,USD,482.65604674702746,551.7446210907586,Online,473.0091398125913,9.365414455456879,4.23426535725209,USD,3.06,0.09,0.13,,App,SRC-7561,SCK-0408,Tarjeta de crédito,Único,5,3,2022-12-14,CUP-3258,20,2,Kathy Adams,johnsonmelissa@example.com,Kuwait,365-469-3865,05415280-7,66190,Gilmoreport,New Jersey,16962 Nicole Drive Apt. 362,Gay Locks,4818,Apto. 1,@kayla81
TRX000931,Completada,2021-06-22,Sí,Kevin Landry,PROD363,Road,PRC4419,Certain,0.9891,USD,117.61,20.55,97.06,0.841,USD,98.97315451276091,123.0131780973243,Marketplace,89.00046577066868,6.745458209320331,5.3879795673868,USD,2.87,0.44,1.22,,Redes sociales,SRC-3543,SCK-5129,PayPal,Recurrente,3,5,2025-09-08,CUP-4589,23,5,Colleen Arnold,devin05@example.org,Azerbaijan,751-406-6605x880,43981588-3,21875,West Margaret,Arkansas,16866 Eugene Plain,Alicia Walk,2894,,
