Código de la transacción;Estatus de la transacción;Fecha de la transacción;Confirmación del pago;Productor(a);Código del producto;Producto;Código del precio;Nombre de este precio;Tasa de conversión (moneda de compra);Moneda de compra;Valor de compra con impuestos;Impuestos locales de compra + Tarifa de pago en cuotas;Valor de compra sin impuestos;Tasa de conversión (moneda en la que recibes los valores);Moneda en la que recibirás los valores;Facturación bruta (sin impuestos);Facturación bruta;Tipo de venta;Faturación neta del Productor(a);Comisión del Afiliado(a);Facturación del(de la) Coproductor(a);Moneda de las tarifas;Tarifa de procesamiento;Tasa de streaming;Otras tarifas;Nombre del Afiliado(a);Canal usado para la venta;Código SRC;Código SCK;Método de pago;Tipo de cobro;Cantidad total de cuotas;Cantidad de cobros;Fecha de vencimiento (vouchers);Código del cupón;Período de prueba (trial);Cantidad de ítems;Comprador(a);Email del Comprador(a);País;Teléfono;Documento;Código postal;Ciudad;C. Autónoma/Dpto./Estado/Prov.;Dirección;Barrio;Número;Apto./piso/casa;Instagram
TRX000702;Pendiente;24-02-2021;Sí;Katherine Roberts;PROD484;Against;PRC6214;Prepare;0.8532;EUR;494.33;84.31;410.02;0.8168;EUR;41.378.722.526.915.500;4.993.285.117.629.230;Online;4.024.095.493.560.380;0.007691616703506821;9.182.908.069.656.360;BRL;1.65;0.75;1.4;;Tienda física;SRC-6474;SCK-2932;PayPal;Único;4;7;15-05-2023;CUP-3487;8;5;Nathan Little;damon28@example.net;Namibia;9849548262;33125812-8;61444;Mcgrathbury;Louisiana;1974 Mora Mountain;Peterson Falls;8959;;@kevinkirk
TRX000703;Completada;08-06-2022;Sí;Teresa Wilson;PROD336;Person;PRC8010;Could;0.8154;BRL;421.87;60.61;361.26;11.227;BRL;36.643.770.762.513.800;4.318.382.593.716.330;Presencial;3.584.955.476.812.220;7.123.001.918.201.570;41.111.387.425.862.300;CLP;1.08;0.58;1.13;Jacob Murray;App;SRC-3528;SCK-4547;Transferencia;Único;5;3;04-06-2021;CUP-5005;16;4;Jessica Vega;washingtonrobert@example.net;Kuwait;541.738.3127x60783;94822452-4;99716;South Moniqueborough;Mississippi;1765 Russell Valley;Garcia Rue;3024;Apto. 11;
TRX000704;Completada;03-04-2024;No;Amanda Garcia;PROD486;Report;PRC3528;Stand;10.352;USD;84.64;11.52;73.12;0.8861;BRL;827.849.838.576.991;9.260.310.276.875.960;Presencial;6.363.372.275.267.420;5.691.959.528.878.840;4.081.814.227.768.830;BRL;3.7;0.45;0.37;;Redes sociales;SRC-7391;SCK-2983;Tarjeta de crédito;Recurrente;2;4;27-06-2025;CUP-5844;16;2;Stephanie Smith;taylorthomas@example.org;Turks and Caicos Islands;971.656.8539x091;47940803-0;99681;East Ashlee;Arizona;1996 Peters Hill Apt. 293;Fisher Islands;801;Apto. 34;
TRX000705;Completada;23-01-2021;No;Francis Chavez;PROD110;Carry;PRC1480;Network;0.8018;CLP;455.12;46.7;408.42;0.9158;CLP;4.136.988.019.736.130;45.912.284.135.388.100;Marketplace;40.652.400.605.380.100;7.644.358.172.974.770;0.8463779207138633;BRL;4.68;0.15;1.23;;Web;SRC-0238;SCK-6562;PayPal;Único;1;5;04-03-2026;CUP-0080;2;2;Joshua Caldwell;roykayla@example.net;American Samoa;8309053782;22030710-8;8695;Duncanburgh;Hawaii;976 Jackson Lakes;Jones Vista;4924;;@cantrellvictoria
TRX000706;Cancelada;22-09-2020;No;Richard Jacobson;PROD759;Look;PRC6361;Similar;11.331;BRL;47.872.999.999.999.900;71.08;407.65;0.9188;USD;41.400.567.783.144.200;4.817.761.148.770.350;Presencial;40.221.435.952.558.500;13.239.526.028.314.200;5.914.367.259.509.670;CLP;1.98;0.97;1.3;Matthew Decker;App;SRC-9428;SCK-6358;Transferencia;Recurrente;4;1;26-01-2025;CUP-3492;29;4;Jeanette Hansen;rnewman@example.net;Gibraltar;(791)909-2335x588;28346389-1;57474;Lake Carolstad;Massachusetts;3029 Miller Stravenue Apt. 941;Mcdonald Islands;6990;;
TRX000707;Completada;25-07-2023;No;Andrew Marshall;PROD511;Statement;PRC9748;Whom;0.8527;CLP;170.43;32.53;137.9;0.8341;EUR;14.705.373.697.412.700;17.844.357.539.372.100;Online;1.322.161.496.564.620;9.767.649.980.432.050;7.767.879.258.483.570;CLP;2.52;0.41;0.2;;Tienda física;SRC-8914;SCK-5481;Efectivo;Único;11;12;17-05-2025;CUP-8917;30;3;Kayla Rogers;amanda74@example.net;Equatorial Guinea;7092262886;72008057-0;11030;Mitchellborough;Wisconsin;5292 Cooper Viaduct Suite 680;Coleman Rapid;111;;
TRX000708;Cancelada;27-01-2024;No;Gerald Valdez;PROD970;Bring;PRC7630;Care;0.8388;CLP;182.87;22.27;160.6;0.9985;BRL;1.637.798.766.721.440;19.708.642.499.616.200;Online;1.509.563.485.240.530;6.566.484.584.970.110;4.821.618.695.592.590;USD;0.83;0.99;0.7;Jamie Hernandez;Web;SRC-2494;SCK-7002;Transferencia;Único;3;12;04-10-2025;CUP-5190;26;5;Matthew Strong;heather60@example.net;Wallis and Futuna;(277)524-8774x763;57289091-0;5344;Wrightmouth;Maryland;042 Erica Estate;Alexis Tunnel;9566;;
TRX000709;Pendiente;06-10-2024;No;Gregory Wright;PROD966;Standard;PRC8349;That;0.9146;CLP;296.54;33.88;262.66;11.119;BRL;2.645.587.730.367.680;30.573.243.693.952.400;Presencial;255.342.375.968.706;8.103.650.755.727.520;8.517.841.249.429.170;CLP;2.5;0.96;0.83;Justin Delgado;App;SRC-2876;SCK-5755;PayPal;Único;1;12;28-10-2022;CUP-5868;13;3;James Fernandez;hardyronald@example.com;Ethiopia;778.726.4871x30002;46453347-9;67310;Derekview;South Dakota;7041 Watson Isle Suite 337;Ronald Isle;1249;;
TRX000710;Cancelada;02-09-2023;Sí;Kelly Garza;PROD984;Raise;PRC9818;Camera;10.372;CLP;39.721.999.999.999.900;78.58;318.64;0.9072;BRL;3.271.733.210.811.940;4.109.812.231.906.290;Online;308.890.117.603.147;0.8982842030615545;6.950.765.195.406.390;EUR;0.67;0.81;1.12;Matthew Foley;Web;SRC-5955;SCK-9422;PayPal;Recurrente;9;12;01-06-2023;CUP-1332;23;1;Luis Mendez;fhiggins@example.net;Albania;267-774-3604;92714369-4;62147;Yolandaborough;South Dakota;6889 Jennifer Mall Apt. 618;Trujillo Lights;5259;Apto. 29;@tammy58
TRX000711;Pendiente;18-10-2023;Sí;Chelsea Clarke;PROD151;Join;PRC5670;Protect;0.8045;USD;466.3;63.92;402.38;11.569;CLP;408.402.773.434.699;4.736.149.082.435.480;Marketplace;4.012.102.683.888.500;3.983.716.744.697.910;6.466.124.615.959.590;EUR;1.94;0.31;1.08;;App;SRC-5217;SCK-9005;Transferencia;Único;2;9;07-06-2021;CUP-1260;21;2;Michael Henry;taylorcourtney@example.net;Sao Tome and Principe;859-358-7695x5912;30783731-8;91586;West Bonnie;Maryland;34592 Gregory Land;Tami Falls;9644;Apto. 25;
TRX000712;Pendiente;15-11-2021;Sí;Jonathan Stark;PROD775;Space;PRC8287;Identify;10.137;CLP;467.26;81.34;385.92;0.8606;EUR;3.910.574.151.834.650;46.805.811.159.350.600;Online;3.767.666.144.784.710;5.439.881.649.217.220;3.993.401.950.932.490;EUR;0.91;0.9;0.56;Rita Marshall PhD;App;SRC-5149;SCK-2863;Transferencia;Único;6;12;07-09-2021;CUP-0231;4;2;Mark Frye;aliciajones@example.com;Afghanistan;001-576-734-4334x60263;64162987-0;22921;Edwardstad;Washington;3517 Debra Skyway;Leblanc Lakes;910;Apto. 13;@bakerjulie
TRX000713;Cancelada;21-09-2023;No;Caroline Williams;PROD143;Use;PRC3755;Society;0.8164;CLP;50.134.000.000.000.000;74.84;426.5;10.398;CLP;42.703.421.763.793.200;51.148.457.552.135.000;Marketplace;41.881.378.087.100.100;4.320.025.480.343.550;0.4257149626008505;EUR;4.4;0.08;0.4;;App;SRC-2354;SCK-7224;Efectivo;Recurrente;2;2;28-01-2021;CUP-5530;17;3;Stephanie Ali;chloesmith@example.com;Palau;592.575.2340x87056;55563859-8;8798;New Jorge;Indiana;8698 Bradley Key Suite 733;Steven Street;9070;;@richardprice
TRX000714;Cancelada;26-04-2023;Sí;Eric Bryant;PROD250;When;PRC1296;Hospital;0.9254;BRL;456.92;54.75;402.17;10.712;BRL;40.328.438.383.117.300;47.008.279.189.576.200;Presencial;39.560.802.225.565.300;0.3234855305603601;9.941.949.952.753.020;EUR;2.14;0.28;0.96;;Web;SRC-0175;SCK-0566;Transferencia;Único;2;8;03-04-2022;CUP-5899;9;4;Nicole Brewer;amanda69@example.com;Tonga;001-522-332-4204x3006;91069713-6;32243;Brittanyland;Maryland;28612 Javier Plaza;Shelton Trace;1204;Apto. 40;
TRX000715;Completada;12-01-2021;No;Raymond Fields;PROD819;Wonder;PRC7159;Girl;11.691;EUR;340.25;47.73;292.52;0.8928;CLP;30.055.906.495.775.900;35.610.344.336.717.000;Online;2.825.419.782.882.790;13.227.052.146.777.200;407.445.178.775.504;BRL;0.83;0.53;0.03;Charles Rojas;Redes sociales;SRC-2243;SCK-0232;Tarjeta de crédito;Único;7;9;10-11-2024;CUP-0001;1;3;Jermaine Hurley;amypowers@example.com;Panama;5.504.979.135;95617629-4;97037;Rickyfort;Missouri;89779 Lewis Cliff Suite 083;Dawn Canyon;850;;@myerspaula
TRX000716;Cancelada;13-08-2021;No;John Lopez;PROD372;Campaign;PRC1131;Set;10.495;CLP;237.62;33.67;203.95;0.8044;USD;2.043.901.679.433.330;23.778.727.363.630.600;Marketplace;19.664.065.964.736.700;88.709.942.729.079;0.8773002510502448;CLP;3.17;0.99;0.12;;Web;SRC-5672;SCK-6173;Transferencia;Recurrente;3;1;06-06-2023;CUP-9245;8;3;Mary Armstrong;mhancock@example.net;Saint Kitts and Nevis;001-424-438-2146x2922;83381385-2;95118;East Matthew;Alaska;70940 Yolanda Hills Apt. 245;Jacob Drives;2590;;
TRX000717;Completada;08-09-2021;No;Jeremy Johnson;PROD142;Reduce;PRC1811;Than;10.493;BRL;272.08;36.65;235.43;0.8172;BRL;2.414.045.580.976.200;2.814.298.180.353.810;Presencial;23.311.734.783.996.100;11.211.390.476.284.900;6.492.672.624.020.260;BRL;4.71;0.66;0.52;Connie Mccarthy;App;SRC-5046;SCK-2933;Tarjeta de crédito;Recurrente;5;12;03-06-2024;CUP-7415;30;5;Shannon Tran;jaredboyd@example.net;Norway;001-659-719-0530;87595082-5;63022;East Hunter;Vermont;07086 Angela Rapids;Shaw Hills;4613;Apto. 45;
TRX000718;Cancelada;25-05-2022;No;John Mccoy;PROD642;Hard;PRC4462;Concern;0.9134;EUR;133.98;13.67;120.31;11.048;BRL;1.266.162.170.565.910;14.512.875.883.106.700;Presencial;11.910.224.384.439.200;5.480.240.106.228.210;3.892.896.499.325.390;USD;4.4;0.6;1.37;Annette Kelley;Redes sociales;SRC-5650;SCK-8692;Efectivo;Único;6;12;27-04-2024;CUP-2702;12;1;Carlos Vega;patricia11@example.net;Papua New Guinea;8559624126;68094059-6;40113;Johnsonborough;Nevada;45320 Flores Vista Apt. 261;Hinton Hills;3846;;
TRX000719;Pendiente;07-10-2024;No;Susan Randall;PROD116;There;PRC3147;Despite;0.8787;CLP;483.53;61.76;421.77;0.9464;EUR;4.262.464.494.903.740;4.919.911.438.260.200;Online;4.188.066.730.951.580;8.636.927.428.867.440;15.426.336.793.429.700;CLP;2.19;0.2;0.01;Gregory Preston;Web;SRC-4310;SCK-9156;Efectivo;Recurrente;2;6;09-09-2023;CUP-0953;1;3;Tiffany Burgess;frankcox@example.net;Tokelau;001-664-497-4787x06764;86307078-1;96778;Lake Chadton;Connecticut;4805 Obrien Hills;Daniel Streets;8628;;@lparker
TRX000720;Pendiente;10-09-2023;No;David Jones;PROD849;Arm;PRC6986;Really;0.8855;EUR;112.05;14.22;97.83;10.778;BRL;10.373.730.617.392.000;11.623.377.641.518.300;Marketplace;9.475.409.258.765.440;5.671.676.268.081.980;0.5661440424364195;CLP;1.94;0.46;1.15;;Redes sociales;SRC-0723;SCK-1492;Efectivo;Recurrente;12;7;28-03-2026;CUP-4993;6;4;Tyler Roberts;christopher10@example.com;Armenia;+1-743-210-5503x15887;66067514-1;35219;West Sharon;Michigan;95142 Wells Spur Apt. 153;Wilson Isle;5409;;
TRX000721;Completada;14-01-2021;No;Michael Thompson;PROD803;Share;PRC8679;Market;0.8197;USD;121.1;15.64;105.46;11.882;BRL;10.809.843.153.619.700;13.324.546.434.505.200;Presencial;9.875.447.354.677.570;4.600.060.686.170.160;5.469.386.201.712.900;CLP;2.94;0.24;0.01;;App;SRC-1435;SCK-9341;Transferencia;Único;10;6;20-03-2021;CUP-1650;15;2;Tiffany Marks;staceybailey@example.org;Thailand;001-207-637-1220x725;52408860-9;56667;West Katie;Iowa;0109 Kimberly Village;Sherry Squares;3556;;
TRX000722;Completada;12-08-2024;Sí;Allison Larson;PROD989;Result;PRC3185;Mouth;0.9289;USD;358.38;52.56;305.82;11.262;BRL;3.071.526.142.139.980;3.741.026.795.975.280;Presencial;300.164.775.900.372;860.610.979.831.759;28.909.582.092.669.800;USD;1.66;0.44;1.84;;App;SRC-1297;SCK-1922;Transferencia;Recurrente;11;3;28-01-2023;CUP-7415;4;2;Sharon Scott;laurenbaker@example.org;French Southern Territories;001-850-826-6427x386;48110512-9;84458;Lake Natalie;Georgia;06777 Elizabeth Motorway Suite 810;Smith Spurs;2988;;@johnbrown
TRX000723;Completada;23-06-2023;No;Ian Baldwin;PROD606;Traditional;PRC2156;Various;10.419;USD;550.31;54.44;495.87;11.558;CLP;4.981.495.319.379.220;5.626.469.467.539.930;Marketplace;4.878.862.375.140.790;5.162.656.924.046.590;29.333.508.117.720.500;BRL;1.99;0.32;0.17;;Tienda física;SRC-3315;SCK-7920;Transferencia;Recurrente;1;8;10-09-2023;CUP-3661;13;5;Jasmine Martin;griffintheresa@example.org;Namibia;612-266-0869x61108;39092767-3;99776;Smithhaven;Nebraska;39950 Myers Lodge;Patterson Turnpike;9984;;@michael80
TRX000724;Completada;02-09-2023;Sí;Thomas Shelton;PROD892;Argue;PRC8086;Official;11.972;USD;537.07;56.96;480.11;11.654;BRL;4.884.333.827.645.590;5.371.456.035.322.870;Presencial;472.223.975.786.839;9.846.813.250.024.230;21.344.408.894.654.000;BRL;2.6;0.2;0.15;;Web;SRC-3069;SCK-2509;Efectivo;Recurrente;5;12;26-11-2024;CUP-0556;0;4;Emily Miller;kimberly24@example.org;Israel;260-950-2999;61918149-8;28090;Snyderview;South Carolina;21774 Terri Trafficway;Graham Isle;57;Apto. 14;@andrew04
TRX000725;Completada;15-05-2021;Sí;Martin Gonzalez PhD;PROD755;Go;PRC8748;Tell;11.164;EUR;216.0;20.56;195.44;10.912;USD;19.713.465.717.851.400;22.828.725.348.609.500;Presencial;19.040.576.638.548.400;30.423.548.918.420.100;6.301.744.974.230.520;EUR;0.58;0.65;0.87;;Tienda física;SRC-7522;SCK-9508;Transferencia;Recurrente;8;7;11-11-2021;CUP-8603;11;5;Amy Coleman;angela75@example.com;Latvia;(935)215-3474x392;81207800-3;65064;Port Aarontown;Kansas;82341 Smith Spur;Barbara Key;40;;@ipadilla
TRX000726;Pendiente;17-06-2024;No;Stephen Ross;PROD521;Order;PRC2162;Affect;0.9131;BRL;35.7;6.1;29.6;0.9069;BRL;3.468.356.658.088.860;3.951.820.541.692.520;Marketplace;19.778.881.037.471.400;6.342.927.429.597.780;7.938.602.925.060.130;USD;0.97;0.93;1.96;;Redes sociales;SRC-7644;SCK-4904;PayPal;Único;5;10;15-07-2022;CUP-9461;16;4;Matthew Martinez;tracienorris@example.com;Bulgaria;(710)454-0260x28465;18956886-4;82389;Port James;Pennsylvania;5391 Gregory Plains Suite 876;Kristen Hollow;564;Apto. 38;
TRX000727;Pendiente;12-12-2021;Sí;Mike Walker;PROD230;Require;PRC3159;Special;10.981;EUR;19.37;2.41;16.96;11.573;CLP;23.578.388.459.647.900;3.341.400.509.602.360;Online;15.530.775.477.323.900;4.169.459.326.198.510;8.723.932.984.211.930;CLP;1.21;0.55;1.41;;Web;SRC-7360;SCK-9085;Tarjeta de crédito;Recurrente;10;5;30-05-2023;CUP-3794;29;3;Paul Garcia;desireewhite@example.net;Andorra;5246927852;61512167-6;96858;Port Alexandrachester;Arizona;66589 Shaw Estate;Anderson Land;3736;;@iward
TRX000728;Cancelada;15-03-2024;No;Robert King;PROD609;Pull;PRC5918;Whom;0.869;USD;5.518.000.000.000.000;9.3;45.88;0.9364;BRL;5.287.011.795.131.190;63.918.747.647.600.200;Marketplace;36.687.937.318.408.600;16.334.905.577.801.600;9.096.190.720.283.130;BRL;0.79;0.51;1.0;Matthew Bowen;App;SRC-5039;SCK-8638;Transferencia;Recurrente;9;11;11-08-2025;CUP-3466;20;4;Alison Wilson;kelly86@example.org;Burundi;+1-265-932-8315x307;91904878-6;3499;West Bryanbury;Kansas;1298 Carrie Rue Suite 541;James Parks;948;Apto. 22;@torrestravis
TRX000729;Pendiente;15-12-2024;No;Stephen Johnson;PROD578;Suggest;PRC9789;Who;1.189;EUR;30.778.000.000.000.000;41.92;265.86;0.9566;EUR;2.731.728.728.717.510;30.932.069.945.029.100;Marketplace;2.588.809.212.956.320;25.541.782.807.957.000;6.424.338.174.617.130;BRL;3.59;0.62;1.13;;App;SRC-4382;SCK-0395;Transferencia;Único;10;8;09-10-2024;CUP-0078;6;4;Jeremy Cook;johnsonmanuel@example.net;Ghana;960.636.7336x1424;15163295-6;54993;Lake Joshuaburgh;Vermont;364 Jones Pines Apt. 757;Harris Track;1956;;
TRX000730;Pendiente;12-05-2022;No;Thomas Johnson;PROD384;Mind;PRC6415;Relationship;0.9997;BRL;87.84;8.89;78.95;0.929;EUR;7.902.409.014.545.050;9.585.552.163.547.400;Presencial;7.476.305.337.528.500;35.632.863.566.926.300;3.186.558.986.638.100;EUR;0.95;0.97;0.51;Brandon Gray;Web;SRC-0009;SCK-2568;Tarjeta de crédito;Único;7;9;01-01-2025;CUP-5962;10;5;David Roman;ywoods@example.com;Eritrea;5239471451;40282656-5;24203;Lake Nicholas;Mississippi;75454 Jimmy Inlet Apt. 975;Murphy Locks;6799;;@courtney22
TRX000731;Pendiente;09-11-2023;No;Deborah Johnson;PROD170;Even;PRC9393;Value;10.355;BRL;42.400.000.000.000.000;4.23;38.17;11.732;CLP;4.072.353.997.089.680;50.052.290.367.022.100;Online;3.710.488.622.055.150;17.512.509.146.164.400;25.668.781.147.580.400;USD;1.41;0.41;1.07;Sean Howard;App;SRC-3901;SCK-8769;PayPal;Recurrente;1;12;04-05-2021;CUP-7043;14;1;Erin Sharp;wbrown@example.net;Maldives;5.447.302.997;44240294-8;1472;Hollyhaven;North Dakota;989 Amber Mission Suite 342;Martin Mill;4017;;@wgarcia
TRX000732;Cancelada;27-08-2022;No;John Hahn;PROD848;Bed;PRC1794;Growth;10.162;USD;384.62;69.74;314.88;0.8122;EUR;324.043.069.666.338;3.899.756.232.383.670;Marketplace;3.097.530.545.756.970;4.112.122.361.418.830;17.335.847.053.842.300;CLP;1.46;0.67;0.02;;Web;SRC-6162;SCK-1736;Efectivo;Recurrente;10;8;12-04-2025;CUP-1387;26;3;Eddie Hale;rebeccacarroll@example.org;Indonesia;(461)362-4698x89676;82247922-4;65255;Pearsonside;Nevada;71671 Stone Ports Suite 792;Bryant Land;5516;Apto. 10;@jamesstewart
TRX000733;Pendiente;09-03-2021;No;Veronica Johnson;PROD406;Pressure;PRC9346;Current;11.895;CLP;22.357.999.999.999.900;35.92;187.66;10.292;BRL;19.064.824.111.504.600;23.411.253.531.652.400;Marketplace;17.851.627.033.991.800;46.403.869.393.947.600;35.393.748.248.749.200;USD;3.08;0.68;1.78;;Web;SRC-4137;SCK-3454;Transferencia;Recurrente;1;3;08-12-2021;CUP-4711;8;3;Ernest Braun;stacygrant@example.net;Grenada;971-890-7067;93131645-3;73054;East Ricardo;Maine;5035 John Street;Lisa Corners;2411;;
TRX000734;Completada;05-08-2020;No;Travis Wolfe;PROD295;Little;PRC6114;Generation;0.8614;USD;559.27;74.24;485.03;0.8385;BRL;49.477.957.211.037.700;5.698.789.235.246.870;Marketplace;48.363.087.951.033.300;5.205.845.183.161.390;6.105.241.763.705.880;BRL;2.62;0.53;0.92;;Web;SRC-9149;SCK-9959;PayPal;Único;9;7;13-08-2024;CUP-7703;29;5;Robert Smith;upatel@example.org;Heard Island and McDonald Islands;-5886;36798836-8;57331;South Cynthia;Maryland;498 Anthony Lodge Apt. 267;Anne Roads;2605;;
TRX000735;Pendiente;25-07-2020;Sí;Rachel Hill;PROD684;Trip;PRC7885;Partner;0.8637;USD;425.09;45.33;379.76;0.8673;BRL;3.876.270.786.053.970;4.372.174.768.292.900;Online;3.745.600.028.078.410;3.964.317.865.396.390;5.143.029.526.321.650;EUR;3.75;0.38;1.25;Luis Shields;Redes sociales;SRC-1192;SCK-4743;Efectivo;Recurrente;5;9;08-12-2023;CUP-5069;3;4;Kimberly Jackson;waynetaylor@example.org;Bhutan;(203)382-9983;50595476-1;57461;Lake Courtneyfurt;North Carolina;04005 Berg Pike;Christian Squares;3154;;@davidbooth
TRX000736;Cancelada;19-10-2021;Sí;Jennifer Sexton;PROD579;Minute;PRC9861;Everybody;10.003;EUR;11.775.999.999.999.900;18.68;99.08;11.116;BRL;10.550.241.544.386.400;1.309.040.648.386.780;Presencial;9.226.617.842.447.370;37.153.046.646.917.300;981.726.011.723.009;EUR;3.03;0.41;1.1;;Redes sociales;SRC-3211;SCK-1549;Transferencia;Único;3;8;17-04-2022;CUP-9291;7;4;Kara Moss;carlsonmegan@example.net;South Georgia and the South Sandwich Islands;+1-709-613-6417x65920;83609016-8;2282;Port Christopherborough;West Virginia;96439 Cox Vista Apt. 497;David Alley;1951;;
TRX000737;Pendiente;04-09-2024;No;Tracy Watson;PROD943;Good;PRC5468;Defense;11.492;BRL;50.258.000.000.000.000;59.47;443.11;0.8223;EUR;448.842.088.614.748;516.166.193.148.423;Presencial;44.275.088.434.663.100;8.125.513.925.893.300;76.291.026.158.998.700;BRL;3.11;0.7;0.14;;Redes sociales;SRC-0532;SCK-5624;Efectivo;Recurrente;6;4;23-08-2024;CUP-8888;16;1;Robert Gamble;awilliams@example.com;Micronesia;001-955-651-6932x405;11935391-0;31230;Lake Randyfurt;New York;095 Charles Parkways Suite 868;Jose Field;8924;;
TRX000738;Pendiente;17-06-2023;No;Adrian Barajas;PROD622;Myself;PRC7399;Research;0.8671;USD;440.85;63.87;376.98;10.022;BRL;3.828.118.552.423.120;44.217.617.821.585.200;Presencial;3.737.759.440.131.400;6.025.281.627.333.020;5.578.263.519.781.140;USD;2.86;0.86;1.92;;Redes sociales;SRC-8925;SCK-8578;Tarjeta de crédito;Único;4;10;10-12-2024;CUP-9803;21;1;Daniel Ruiz;hernandezmicheal@example.net;Somalia;-6923;81340951-4;2369;Brianland;Oklahoma;61700 Tanya Passage;Torres Shoals;2956;;
TRX000739;Cancelada;22-12-2020;No;Tracie Taylor;PROD967;Dark;PRC2610;Reduce;10.043;USD;193.18;19.65;173.53;11.262;CLP;17.899.822.809.426.200;2.107.498.795.627.470;Marketplace;17.198.313.698.586.800;5.670.724.335.837.410;7.891.116.257.013.400;BRL;0.53;0.4;1.43;;Web;SRC-4810;SCK-9452;Tarjeta de crédito;Único;8;10;16-03-2022;CUP-3962;7;4;Isaac Miller;craig29@example.net;Kiribati;6103932152;76111483-2;33333;New Richardmouth;Wisconsin;612 Paul Turnpike;Davies Port;2405;;@zachary00
TRX000740;Cancelada;24-10-2020;No;Daniel Rowland;PROD147;Agency;PRC4974;Can;10.855;CLP;348.65;41.37;307.28;0.9683;EUR;3.143.444.010.239.370;35.414.801.914.472.700;Presencial;3.006.524.638.127.010;8.495.373.534.907.310;6.613.529.421.671.340;BRL;4.38;0.78;1.73;;App;SRC-6796;SCK-5567;PayPal;Recurrente;12;8;21-12-2024;CUP-2383;25;4;Eric Carter;juan22@example.net;Angola;001-274-690-5389x0595;28168362-5;58908;Whitetown;Vermont;74105 Sabrina Keys Suite 981;Morgan Course;7246;;
TRX000741;Pendiente;10-03-2023;No;Michelle Tyler;PROD792;Computer;PRC1536;Prevent;0.943;CLP;50.529.999.999.999.900;83.77;421.53;10.099;USD;42.253.150.043.688.000;5.228.970.490.601.680;Marketplace;41.823.730.402.020.600;6.321.256.163.918.080;6.813.455.584.955.040;EUR;3.7;0.28;0.09;David Stewart;App;SRC-2173;SCK-2842;Tarjeta de crédito;Único;5;2;08-03-2022;CUP-8729;28;4;Mary Johnson;christinaschneider@example.com;China;(351)634-2045x7813;56253030-2;37283;East Alexisville;Delaware;46442 Julian Mountain;Shaw Well;843;;
TRX000742;Pendiente;24-10-2023;No;Jacqueline Beck;PROD938;Practice;PRC9746;Certainly;10.407;CLP;584.36;115.62;468.74;10.331;BRL;4.772.483.176.977.350;6.002.255.760.173.050;Presencial;46.675.547.896.857.500;5.357.541.515.713.940;4.439.695.858.495.740;BRL;2.92;0.87;0.28;;Tienda física;SRC-2770;SCK-2604;PayPal;Recurrente;7;9;28-08-2023;CUP-6979;8;4;Tracy Zuniga;michaelpowers@example.com;Oman;001-441-913-5076x49967;63396800-7;15336;New Michellefort;Massachusetts;522 Cody Divide;Olsen Branch;7751;Apto. 37;@douglas59
TRX000743;Pendiente;20-01-2024;Sí;Mitchell Taylor;PROD237;South;PRC6231;Old;0.9919;BRL;43.465.999.999.999.900;51.63;383.03;10.024;USD;3.902.862.923.175.260;45.010.302.350.629.200;Online;3.787.572.703.980.070;29.816.313.694.718.100;0.21648943918896046;EUR;3.12;0.5;0.91;;App;SRC-1433;SCK-1616;Efectivo;Único;2;9;26-11-2025;CUP-9744;30;5;Jennifer Tucker;mwilson@example.net;Sri Lanka;001-295-511-1578x723;71558602-6;40009;East Richard;Idaho;8846 Sean Valleys Suite 787;Lin Path;3415;;@kellyheather
TRX000744;Completada;25-07-2023;Sí;William Kirk;PROD407;Newspaper;PRC2482;Evening;0.9504;EUR;479.01;62.38;416.63;0.8276;EUR;42.368.220.771.296.900;48.637.577.524.569.100;Marketplace;4.135.870.022.342.700;16.367.741.671.152.200;821.645.514.866.476;EUR;2.92;0.58;1.59;Diana Brown;Redes sociales;SRC-7489;SCK-4244;Transferencia;Recurrente;5;7;10-10-2025;CUP-7936;22;3;Tyler Mitchell;vfloyd@example.com;Brazil;988-516-1827;47749678-4;49639;South Paula;Vermont;188 Louis Park;Wyatt Crest;6370;;@kylieramirez
TRX000745;Cancelada;06-04-2024;Sí;Gwendolyn Kim;PROD534;Loss;PRC2042;Public;0.9768;EUR;368.86;49.09;319.77;0.8053;USD;3.205.933.108.313.060;3.745.287.089.279.740;Online;31.349.888.442.225.300;26.773.477.152.529.100;9.318.912.619.601.820;CLP;2.81;0.09;1.13;Misty Burke;Tienda física;SRC-0770;SCK-4553;Tarjeta de crédito;Único;5;5;01-07-2021;CUP-0173;15;4;Timothy Garcia;wjackson@example.net;China;229-785-6724;55251774-8;47060;Floresfurt;Maryland;437 Moore Summit;Kimberly Burg;960;Apto. 46;
TRX000746;Completada;09-05-2021;No;Benjamin Barnes;PROD395;West;PRC4954;Own;11.884;CLP;128.63;18.97;109.66;11.248;BRL;10.991.830.453.157.000;1.376.249.697.684.940;Marketplace;9.969.776.184.257.400;5.914.913.327.274.090;71.896.555.915.049.100;EUR;4.86;0.75;1.15;;Redes sociales;SRC-6072;SCK-6520;Transferencia;Único;9;4;11-10-2025;CUP-1487;12;4;Marcus Hayes;scottbrooks@example.org;Montserrat;2.217.956.932;06506961-5;71412;Josephstad;Florida;4941 Rebecca Burg;Laura Springs;7532;Apto. 8;
